15-10-09 16:36:03 Info         56 4328 ST-XX NxS5LK STARTUP |   EnqueueTimeoutMSec .......... [5000]
15-10-09 16:36:03 Info         55 4328 ST-XX NxS5LK STARTUP |   DequeueTimeoutMSec .......... [2500]
15-10-09 16:36:03 Info         54 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         53 4328 ST-XX NxS5LK STARTUP |   VHFallbackIntervalSec ....... [0]
15-10-09 16:36:03 Info         52 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         51 4328 ST-XX NxS5LK STARTUP |   KeepAliveMSec ............... [60000]
15-10-09 16:36:03 Info         50 4328 ST-XX NxS5LK STARTUP |   TcpNoDelay .................. [1]
15-10-09 16:36:03 Info         49 4328 ST-XX NxS5LK STARTUP |   SendBufferSize .............. [0]
15-10-09 16:36:03 Info         48 4328 ST-XX NxS5LK STARTUP |   PauseAfterSendMSec .......... [0]
15-10-09 16:36:03 Info         47 4328 ST-XX NxS5LK STARTUP |   ConstantBufferSize .......... [0]
15-10-09 16:36:03 Info         46 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         45 4328 ST-XX NxS5LK STARTUP | SLG specific configuration
15-10-09 16:36:03 Info         44 4328 ST-XX NxS5LK STARTUP |   WaitForReadyIntervalMSec ......... [20]
15-10-09 16:36:03 Info         43 4328 ST-XX NxS5LK STARTUP |   WaitForReadyTimeoutMSec .......... [1000]
15-10-09 16:36:03 Info         42 4328 ST-XX NxS5LK STARTUP |   WaitForCmdIntervalMSec ........... [20]
15-10-09 16:36:03 Info         41 4328 ST-XX NxS5LK STARTUP |   WaitForCmdTimeoutMSec ............ [1000]
15-10-09 16:36:03 Info         40 4328 ST-XX NxS5LK STARTUP |   WaitForResultIntervalMSec ........ [50]
15-10-09 16:36:03 Info         39 4328 ST-XX NxS5LK STARTUP |   WaitForResultTimeoutMSec ......... [1000]
15-10-09 16:36:03 Info         38 4328 ST-XX NxS5LK STARTUP |   WaitForResetCmdIntervalMSec ...... [20]
15-10-09 16:36:03 Info         37 4328 ST-XX NxS5LK STARTUP |   WaitForResetCmdTimeoutMSec ....... [1000]
15-10-09 16:36:03 Info         36 4328 ST-XX NxS5LK STARTUP |   WaitForResetResultIntervalMSec ... [50]
15-10-09 16:36:03 Info         35 4328 ST-XX NxS5LK STARTUP |   WaitForResetResultTimeoutMSec .... [1000]
15-10-09 16:36:03 Info         34 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         33 4328 ST-XX NxS5LK STARTUP |   CheckSlaveActiveIntervalMSec ..... [2500]
15-10-09 16:36:03 Info         32 4328 ST-XX NxS5LK STARTUP |   ResetOnFailureStatusIntervalMSec . [1000]
15-10-09 16:36:03 Info         31 4328 ST-XX NxS5LK STARTUP |   WagonReadTimeoutMSec ............. [300000]
15-10-09 16:36:03 Info         30 4328 ST-XX NxS5LK STARTUP |   UseNextAfterReadWagon ............ [1]
15-10-09 16:36:03 Info         29 4328 ST-XX NxS5LK STARTUP |   LastWagonLifeTimeSec ............. [0]
15-10-09 16:36:03 Info         28 4328 ST-XX NxS5LK STARTUP |   UseANWTrigger .................... [1]
15-10-09 16:36:03 Info         27 4328 ST-XX NxS5LK STARTUP | 
15-10-09 16:36:03 Info         26 4328 ST-XX NxS5LK STARTUP |   FirstSlgAliveMsgDelaySec ......... [60]
15-10-09 16:36:03 Info         25 4328 ST-XX NxS5LK STARTUP |   SlgAliveMsgIntervalSec ........... [1800]
15-10-09 16:36:03 Info         24 4328 ST-XX NxS5LK STARTUP |   SlgAliveMsgJitterSec ............. [30]
15-10-09 16:36:03 Info         23 4328 ST-XX NxS5LK STARTUP |   WagonReadIntervalMSec (IM308C) ... [250]
15-10-09 16:36:03 Info         22 4328 ST-XX NxS5LK STARTUP | 
